,patch1,patch2,dS,dL
1708,Adult.16,Background.30,7.603663488,12.0643579
1709,Adult.16,Background.31,2.453462051,11.5020713
1710,Adult.16,Background.32,3.093316927,12.8085428
1711,Adult.16,Background.33,5.80968621,11.6105224
1717,Adult.17,Background.1,4.947092913,4.6152645
1718,Adult.17,Background.2,3.346034129,5.2554868
1719,Adult.17,Background.3,1.95899156,2.5611778
1720,Adult.17,Background.4,3.039730216,3.7927744
1721,Adult.17,Background.5,3.688541347,8.6570607
1722,Adult.17,Background.7,1.709083151,5.6364263
1723,Adult.17,Background.8,3.327000547,4.9633804
1724,Adult.17,Background.9,2.580400956,8.3905184
1725,Adult.17,Background.10,2.938453791,5.8944704
1726,Adult.17,Background.11,1.647340323,6.4526903
1727,Adult.17,Background.12,1.368219472,0.2671088
1728,Adult.17,Background.13,1.915256536,3.2464763
1729,Adult.17,Background.14,8.368454704,3.914497
1730,Adult.17,Background.15,1.793323237,8.5768289
1731,Adult.17,Background.16,3.939582092,5.4613802
1732,Adult.17,Background.17,4.076464591,0.9266508
1733,Adult.17,Background.18,6.704239336,8.991677
1734,Adult.17,Background.19,5.573487733,1.5417725
1735,Adult.17,Background.21,2.297040313,3.4105993
1736,Adult.17,Background.22,4.229935966,6.8033847
1737,Adult.17,Background.24,4.511634033,3.6629951
1738,Adult.17,Background.25,3.239709375,3.5666491
1739,Adult.17,Background.26,3.523371012,6.765241
1740,Adult.17,Background.27,0.707780809,5.1105429
1741,Adult.17,Background.28,6.292794259,4.8155178
1742,Adult.17,Background.29,1.863452039,3.9265072
1743,Adult.17,Background.30,7.696176222,5.7929902
1744,Adult.17,Background.31,2.552084189,5.2307035
1745,Adult.17,Background.32,3.191989151,6.537175
1746,Adult.17,Background.33,5.903356561,5.3391547
1752,Background.1,Background.2,1.601356095,0.6402223
1753,Background.1,Background.3,2.998347883,2.0540867
1754,Background.1,Background.4,1.913717399,0.8224902
1755,Background.1,Background.5,1.264700626,4.0417961
1756,Background.1,Background.7,3.239924304,1.0211618
1757,Background.1,Background.8,1.623107736,0.3481159
1758,Background.1,Background.9,2.368617828,3.7752538
1759,Background.1,Background.10,2.014236332,1.2792058
1760,Background.1,Background.11,3.300351362,1.8374258
1761,Background.1,Background.12,3.582546859,4.3481557
1762,Background.1,Background.13,3.045177562,1.3687882
1763,Background.1,Background.14,3.424130786,0.7007675
1764,Background.1,Background.15,3.158846984,3.9615644
1765,Background.1,Background.16,1.028611028,0.8461157
1766,Background.1,Background.17,0.876778886,5.5419153
1767,Background.1,Background.18,1.757211085,4.3764125
1768,Background.1,Background.19,0.731608367,3.073492
1769,Background.1,Background.21,2.656946216,1.2046652
1770,Background.1,Background.22,0.779362648,2.1881201
1771,Background.1,Background.24,0.498115925,0.9522695
1772,Background.1,Background.25,1.731600874,1.0486154
1773,Background.1,Background.26,1.426476075,2.1499765
1774,Background.1,Background.27,4.242801802,0.4952783
1775,Background.1,Background.28,1.383059609,0.2002533
1776,Background.1,Background.29,3.083642254,0.6887573
1777,Background.1,Background.30,2.766184661,1.1777257
1778,Background.1,Background.31,2.41838678,0.615439
1779,Background.1,Background.32,1.794645026,1.9219105
1780,Background.1,Background.33,0.966062537,0.7238901
1786,Background.2,Background.3,1.404868331,2.694309
1787,Background.2,Background.4,0.342093651,1.4627124
1788,Background.2,Background.5,0.350794467,3.4015739
1789,Background.2,Background.7,1.640624022,0.3809395
1790,Background.2,Background.8,0.108316708,0.2921064
1791,Background.2,Background.9,0.772242745,3.1350316
1792,Background.2,Background.10,0.419580836,0.6389836
1793,Background.2,Background.11,1.70011517,1.1972035
1794,Background.2,Background.12,1.983465067,4.988378
1795,Background.2,Background.13,1.453034596,2.0090105
1796,Background.2,Background.14,5.022952483,1.3409897
1797,Background.2,Background.15,1.561538341,3.3213421
1798,Background.2,Background.16,0.610516041,0.2058934
1799,Background.2,Background.17,0.732670708,6.1821376
1800,Background.2,Background.18,3.358552792,3.7361902
1801,Background.2,Background.19,2.253798587,3.7137143
1802,Background.2,Background.21,1.064042264,1.8448874
1803,Background.2,Background.22,0.927021986,1.5478979
1804,Background.2,Background.24,1.187759525,1.5924917
1805,Background.2,Background.25,0.283022063,1.6888377
1806,Background.2,Background.26,0.183415006,1.5097542
1807,Background.2,Background.27,2.642694819,0.1449439
1808,Background.2,Background.28,2.955551632,0.439969
1809,Background.2,Background.29,1.482735619,1.3289796
1810,Background.2,Background.30,4.355407452,0.5375034
1811,Background.2,Background.31,0.848038821,0.0247833
1812,Background.2,Background.32,0.366788133,1.2816882
1813,Background.2,Background.33,2.558547572,0.0836679
1819,Background.3,Background.4,1.085004734,1.2315966
1820,Background.3,Background.5,1.754051914,6.0958829
1821,Background.3,Background.7,0.261070374,3.0752485
1822,Background.3,Background.8,1.375247085,2.4022026
1823,Background.3,Background.9,0.632665275,5.8293406
1824,Background.3,Background.10,1.020138118,3.3332925
1825,Background.3,Background.11,0.328351047,3.8915125
1826,Background.3,Background.12,0.591444858,2.294069
1827,Background.3,Background.13,0.050424562,0.6852985
1828,Background.3,Background.14,6.422478569,1.3533192
1829,Background.3,Background.15,0.169637362,6.0156511
1830,Background.3,Background.16,2.011501798,2.9002024
1831,Background.3,Background.17,2.137238429,3.4878286
1832,Background.3,Background.18,4.753433298,6.4304992
1833,Background.3,Background.19,3.614582886,1.0194053
1834,Background.3,Background.21,0.341500305,0.8494215
1835,Background.3,Background.22,2.271246483,4.2422069
1836,Background.3,Background.24,2.554036268,1.1018172
1837,Background.3,Background.25,1.28085633,1.0054713
1838,Background.3,Background.26,1.586617765,4.2040632
1839,Background.3,Background.27,1.251295907,2.5493651
1840,Background.3,Background.28,4.360300697,2.25434
1841,Background.3,Background.29,0.177985866,1.3653294
1842,Background.3,Background.30,5.759098408,3.2318124
1843,Background.3,Background.31,0.594023113,2.6695257
1844,Background.3,Background.32,1.233548095,3.9759972
1845,Background.3,Background.33,3.960472194,2.7779769
1851,Background.4,Background.5,0.689096191,4.8642863
1852,Background.4,Background.7,1.330653996,1.8436519
1853,Background.4,Background.8,0.29163684,1.170606
1854,Background.4,Background.9,0.460872901,4.597744
1855,Background.4,Background.10,0.258350542,2.101696
1856,Background.4,Background.11,1.392983063,2.6599159
1857,Background.4,Background.12,1.672121869,3.5256655
1858,Background.4,Background.13,1.131544061,0.5462981
1859,Background.4,Background.14,5.33776642,0.1217227
1860,Background.4,Background.15,1.247275133,4.7840545
1861,Background.4,Background.16,0.949005754,1.6686058
1862,Background.4,Background.17,1.060381418,4.7194251
1863,Background.4,Background.18,3.668431116,5.1989026
1864,Background.4,Background.19,2.537139032,2.2510019
1865,Background.4,Background.21,0.743978058,0.382175
1866,Background.4,Background.22,1.193999685,3.0106103
1867,Background.4,Background.24,1.472468749,0.1297793
1868,Background.4,Background.25,0.22365524,0.2261253
1869,Background.4,Background.26,0.523720592,2.9724666
1870,Background.4,Background.27,2.333186097,1.3177685
1871,Background.4,Background.28,3.280825574,1.0227434
1872,Background.4,Background.29,1.179976554,0.1337328
1873,Background.4,Background.30,4.676719129,2.0002158
1874,Background.4,Background.31,0.510519157,1.4379291
1875,Background.4,Background.32,0.227164977,2.7444006
1876,Background.4,Background.33,2.877066521,1.5463803
1882,Background.5,Background.7,1.9866894,3.0206344
1883,Background.5,Background.8,0.407279675,3.6936803
1884,Background.5,Background.9,1.12147138,0.2665423
1885,Background.5,Background.10,0.750838651,2.7625903
1886,Background.5,Background.11,2.045095526,2.2043704
1887,Background.5,Background.12,2.329405201,8.3899518
1888,Background.5,Background.13,1.802508008,5.4105844
1889,Background.5,Background.14,4.680112076,4.7425636
1890,Background.5,Background.15,1.909067085,0.0802318
1891,Background.5,Background.16,0.260043599,3.1956805
1892,Background.5,Background.17,0.388637773,9.5837114
1893,Background.5,Background.18,3.01983524,0.3346163
1894,Background.5,Background.19,1.93990466,7.1152882
1895,Background.5,Background.21,1.413777666,5.2464613
1896,Background.5,Background.22,0.660608633,1.853676
1897,Background.5,Background.24,0.885939808,4.9940656
1898,Background.5,Background.25,0.56910377,5.0904116
1899,Background.5,Background.26,0.16763137,1.8918197
1900,Background.5,Background.27,2.987171895,3.5465178
1901,Background.5,Background.28,2.60776195,3.8415429
1902,Background.5,Background.29,1.826796865,4.7305535
1903,Background.5,Background.30,4.009139911,2.8640705
1904,Background.5,Background.31,1.197985453,3.4263572
1905,Background.5,Background.32,0.652565105,2.1198857
1906,Background.5,Background.33,2.214884832,3.317906
1912,Background.7,Background.8,1.618258127,0.6730459
1913,Background.7,Background.9,0.871656684,2.7540921
1914,Background.7,Background.10,1.241622476,0.2580441
1915,Background.7,Background.11,0.067515885,0.816264
1916,Background.7,Background.12,0.342841882,5.3693175
1917,Background.7,Background.13,0.228326351,2.38995
1918,Background.7,Background.14,6.663196627,1.7219293
1919,Background.7,Background.15,0.092491383,2.9404026
1920,Background.7,Background.16,2.241436432,0.1750461
1921,Background.7,Background.17,2.372918379,6.5630771
1922,Background.7,Background.18,4.996616277,3.3552507
1923,Background.7,Background.19,3.865803867,4.0946538
1924,Background.7,Background.21,0.589091939,2.225827
1925,Background.7,Background.22,2.522009707,1.1669584
1926,Background.7,Background.24,2.802779705,1.9734312
1927,Background.7,Background.25,1.53269093,2.0697772
1928,Background.7,Background.26,1.820156524,1.1288147
1929,Background.7,Background.27,1.003040604,0.5258834
1930,Background.7,Background.28,4.594397672,0.8209085
1931,Background.7,Background.29,0.16813682,1.7099191
1932,Background.7,Background.30,5.995603459,0.1565639
1933,Background.7,Background.31,0.851113628,0.4057228
1934,Background.7,Background.32,1.48866436,0.9007487
1935,Background.7,Background.33,4.199149211,0.2972716
1941,Background.8,Background.9,0.746631415,3.427138
1942,Background.8,Background.10,0.436655902,0.9310899
1943,Background.8,Background.11,1.67966927,1.4893099
1944,Background.8,Background.12,1.960455918,4.6962716
1945,Background.8,Background.13,1.422185768,1.7169041
1946,Background.8,Background.14,5.047235522,1.0488834
1947,Background.8,Background.15,1.536159461,3.6134485
1948,Background.8,Background.16,0.664769721,0.4979998
1949,Background.8,Background.17,0.769572636,5.8900312
1950,Background.8,Background.18,3.378801784,4.0282966
1951,Background.8,Background.19,2.25582697,3.4216079
1952,Background.8,Background.21,1.033840274,1.5527811
1953,Background.8,Background.22,0.916793452,1.8400043
1954,Background.8,Background.24,1.189182679,1.3003854
1955,Background.8,Background.25,0.179346961,1.3967313
1956,Background.8,Background.26,0.25085868,1.8018606
1957,Background.8,Background.27,2.621272341,0.1471625
1958,Background.8,Background.28,2.989195109,0.1478626
1959,Background.8,Background.29,1.464709278,1.0368732
1960,Background.8,Background.30,4.38525116,0.8296098
1961,Background.8,Background.31,0.801350319,0.2673231
1962,Background.8,Background.32,0.264862653,1.5737946
1963,Background.8,Background.33,2.585779926,0.3757743
1969,Background.9,Background.10,0.401630553,2.496048
1970,Background.9,Background.11,0.933111109,1.9378281
1971,Background.9,Background.12,1.214027932,8.1234095
1972,Background.9,Background.13,0.681036948,5.1440421
1973,Background.9,Background.14,5.792371939,4.4760213
1974,Background.9,Background.15,0.790347248,0.1863105
1975,Background.9,Background.16,1.379326585,2.9291382
1976,Background.9,Background.17,1.504760425,9.3171691
1977,Background.9,Background.18,4.125057551,0.6011586
1978,Background.9,Background.19,2.998006077,6.8487459
1979,Background.9,Background.21,0.292632899,4.979919
1980,Background.9,Background.22,1.654814578,1.5871337
1981,Background.9,Background.24,1.93303699,4.7275233
1982,Background.9,Background.25,0.672231043,4.8238693
1983,Background.9,Background.26,0.953987989,1.6252774
1984,Background.9,Background.27,1.874694267,3.2799755
1985,Background.9,Background.28,3.72776945,3.5750006
1986,Background.9,Background.29,0.719172011,4.4640111
1987,Background.9,Background.30,5.127118087,2.5975282
1988,Background.9,Background.31,0.17602681,3.1598149
1989,Background.9,Background.32,0.641598969,1.8533434
1990,Background.9,Background.33,3.329176341,3.0513637
1996,Background.10,Background.11,1.298154806,0.55822
1997,Background.10,Background.12,1.583411672,5.6273615
1998,Background.10,Background.13,1.069904253,2.6479941
1999,Background.10,Background.14,5.430731325,1.9799733
2000,Background.10,Background.15,1.167657644,2.6823585
2001,Background.10,Background.16,1.00146184,0.4330902
2002,Background.10,Background.17,1.13940366,6.8211211
2003,Background.10,Background.18,3.770391016,3.0972066
2004,Background.10,Background.19,2.673255403,4.3526979
2005,Background.10,Background.21,0.688264127,2.483871
2006,Background.10,Background.22,1.34448393,0.9089143
2007,Background.10,Background.24,1.607340289,2.2314753
2008,Background.10,Background.25,0.45705704,2.3278213
2009,Background.10,Background.26,0.587821302,0.8707707
2010,Background.10,Background.27,2.238688124,0.7839275
2011,Background.10,Background.28,3.355220773,1.0789526
2012,Background.10,Background.29,1.079133645,1.9679631
2013,Background.10,Background.30,4.757980366,0.1014802
2014,Background.10,Background.31,0.532296164,0.6637669
2015,Background.10,Background.32,0.481280434,0.6427047
2016,Background.10,Background.33,2.96547296,0.5553157
2022,Background.11,Background.12,0.28561181,6.1855815
2023,Background.11,Background.13,0.295736997,3.206214
2024,Background.11,Background.14,6.723047232,2.5381933
2025,Background.11,Background.15,0.159991787,2.1241386
2026,Background.11,Background.16,2.298964442,0.9913101
2027,Background.11,Background.17,2.431934615,7.3793411
2028,Background.11,Background.18,5.057310134,2.5389867
2029,Background.11,Background.19,3.929066539,4.9109178
2030,Background.11,Background.21,0.653201903,3.042091
2031,Background.11,Background.22,2.585288011,0.3506944
2032,Background.11,Background.24,2.865397946,2.7896953
2033,Background.11,Background.25,1.596565488,2.8860412
2034,Background.11,Background.26,1.878920793,0.3125507
2035,Background.11,Background.27,0.942589788,1.3421474
2036,Background.11,Background.28,4.652453184,1.6371725
2037,Background.11,Background.29,0.219239195,2.5261831
2038,Background.11,Background.30,6.054233623,0.6597001
2039,Background.11,Background.31,0.916843449,1.2219868
2040,Background.11,Background.32,1.553515185,0.0844847
2041,Background.11,Background.33,4.258583917,1.1135356
2047,Background.12,Background.13,0.549214642,2.9793675
2048,Background.12,Background.14,7.005965825,3.6473882
2049,Background.12,Background.15,0.42511821,8.3097201
2050,Background.12,Background.16,2.583843013,5.1942714
2051,Background.12,Background.17,2.71574683,1.1937596
2052,Background.12,Background.18,5.339085054,8.7245682
2053,Background.12,Background.19,4.205352679,1.2746637
2054,Background.12,Background.21,0.928873986,3.1434905
2055,Background.12,Background.22,2.861735702,6.5362758
2056,Background.12,Background.24,3.143536689,3.3958862
2057,Background.12,Background.25,1.871602459,3.2995403
2058,Background.12,Background.26,2.162944717,6.4981322
2059,Background.12,Background.27,0.661081691,4.843434
2060,Background.12,Background.28,4.937045209,4.548409
2061,Background.12,Background.29,0.504838132,3.6593984
2062,Background.12,Background.30,6.338398273,5.5258814
2063,Background.12,Background.31,1.185382316,4.9635947
2064,Background.12,Background.32,1.824992362,6.2700662
2065,Background.12,Background.33,4.54198438,5.0720459
2071,Background.13,Background.14,6.469280921,0.6680207
2072,Background.13,Background.15,0.1359323,5.3303526
2073,Background.13,Background.16,2.060211297,2.2149039
2074,Background.13,Background.17,2.185194952,4.1731271
2075,Background.13,Background.18,4.799802463,5.7452007
2076,Background.13,Background.19,3.658846306,1.7047038
2077,Background.13,Background.21,0.389092487,0.164123
2078,Background.13,Background.22,2.315846203,3.5569084
2079,Background.13,Background.24,2.599218842,0.4165188
2080,Background.13,Background.25,1.325430529,0.3201728
2081,Background.13,Background.26,1.63501211,3.5187647
2082,Background.13,Background.27,1.207475904,1.8640666
2083,Background.13,Background.28,4.408250085,1.5690415
2084,Background.13,Background.29,0.180532908,0.6800309
2085,Background.13,Background.30,5.806639332,2.5465139
2086,Background.13,Background.31,0.636841612,1.9842272
2087,Background.13,Background.32,1.276740192,3.2906987
2088,Background.13,Background.33,4.007743972,2.0926784
2094,Background.14,Background.15,6.582705594,4.6623319
2095,Background.14,Background.16,4.431302909,1.5468831
2096,Background.14,Background.17,4.292001434,4.8411478
2097,Background.14,Background.18,1.673908375,5.07718
2098,Background.14,Background.19,2.86677874,2.3727246
2099,Background.14,Background.21,6.081069042,0.5038977
2100,Background.14,Background.22,4.171565564,2.8888876
2101,Background.14,Background.24,3.882520321,0.251502
2102,Background.14,Background.25,5.151782994,0.3478479
2103,Background.14,Background.26,4.845083786,2.850744
2104,Background.14,Background.27,7.665636031,1.1960458
2105,Background.14,Background.28,2.091884165,0.9010207
2106,Background.14,Background.29,6.50560183,0.0120102
2107,Background.14,Background.30,0.709806585,1.8784932
2108,Background.14,Background.31,5.840927784,1.3162065
2109,Background.14,Background.32,5.210859388,2.622678
2110,Background.14,Background.33,2.465258409,1.4246576
2116,Background.15,Background.16,2.165027158,3.1154487
2117,Background.15,Background.17,2.294190665,9.5034797
2118,Background.15,Background.18,4.914960121,0.4148481
2119,Background.15,Background.19,3.78035128,7.0350564
2120,Background.15,Background.21,0.503763441,5.1662296
2121,Background.15,Background.22,2.436680445,1.7734442
2122,Background.15,Background.24,2.718429086,4.9138338
2123,Background.15,Background.25,1.446674667,5.0101798
2124,Background.15,Background.26,1.742080335,1.8115879
2125,Background.15,Background.27,1.086135689,3.466286
2126,Background.15,Background.28,4.516686754,3.7613111
2127,Background.15,Background.29,0.128872871,4.6503217
2128,Background.15,Background.30,5.916940044,2.7838387
2129,Background.15,Background.31,0.762306273,3.3461254
2130,Background.15,Background.32,1.401057071,2.0396539
2131,Background.15,Background.33,4.119434428,3.2376742
2137,Background.16,Background.17,0.166991937,6.3880309
2138,Background.16,Background.18,2.776368657,3.5302968
2139,Background.16,Background.19,1.726265323,3.9196077
2140,Background.16,Background.21,1.671877964,2.0507808
2141,Background.16,Background.22,0.547150822,1.3420045
2142,Background.16,Background.24,0.705936669,1.7983851
2143,Background.16,Background.25,0.818852379,1.8947311
2144,Background.16,Background.26,0.427109982,1.3038608
2145,Background.16,Background.27,3.240103973,0.3508373
2146,Background.16,Background.28,2.353768387,0.6458624
2147,Background.16,Background.29,2.080184583,1.534873
2148,Background.16,Background.30,3.756626265,0.33161
2149,Background.16,Background.31,1.458023538,0.2306767
2150,Background.16,Background.32,0.899690075,1.0757948
2151,Background.16,Background.33,1.9665244,0.1222255
2157,Background.17,Background.18,2.631207886,9.9183278
2158,Background.17,Background.19,1.564081271,2.4684233
2159,Background.17,Background.21,1.79610639,4.3372501
2160,Background.17,Background.22,0.403111725,7.7300354
2161,Background.17,Background.24,0.539273498,4.5896458
2162,Background.17,Background.25,0.905388839,4.4932999
2163,Background.17,Background.26,0.553138685,7.6918918
2164,Background.17,Background.27,3.374342421,6.0371936
2165,Background.17,Background.28,2.223066278,5.7421686
2166,Background.17,Background.29,2.214004712,4.853158
2167,Background.17,Background.30,3.622797544,6.719641
2168,Background.17,Background.31,1.570755733,6.1573543
2169,Background.17,Background.32,0.980527657,7.4638258
2170,Background.17,Background.33,1.826927159,6.2658054
2176,Background.18,Background.19,1.207647206,7.4499045
2177,Background.18,Background.21,4.412313992,5.5810777
2178,Background.18,Background.22,2.497725308,2.1882923
2179,Background.18,Background.24,2.208821634,5.3286819
2180,Background.18,Background.25,3.479624863,5.4250279
2181,Background.18,Background.26,3.182977757,2.226436
2182,Background.18,Background.27,5.999614924,3.8811341
2183,Background.18,Background.28,0.566002903,4.1761592
2184,Background.18,Background.29,4.840790839,5.0651698
2185,Background.18,Background.30,1.060920019,3.1986868
2186,Background.18,Background.31,4.169479412,3.7609735
2187,Background.18,Background.32,3.537755375,2.454502
2188,Background.18,Background.33,0.820044575,3.6525223
2194,Background.19,Background.21,3.276901977,1.8688269
2195,Background.19,Background.22,1.343797346,5.2616122
2196,Background.19,Background.24,1.066964866,2.1212226
2197,Background.19,Background.25,2.333778397,2.0248766
2198,Background.19,Background.26,2.091295504,5.2234685
2199,Background.19,Background.27,4.865868651,3.5687704
2200,Background.19,Background.28,1.049927624,3.2737453
2201,Background.19,Background.29,3.717090032,2.3847347
2202,Background.19,Background.30,2.267410261,4.2512177
2203,Background.19,Background.31,3.022588702,3.688931
2204,Background.19,Background.32,2.383357432,4.9954025
2205,Background.19,Background.33,0.648610569,3.7973822
2211,Background.21,Background.22,1.933145124,3.3927853
2212,Background.21,Background.24,2.214665741,0.2523957
2213,Background.21,Background.25,0.943599107,0.1560498
2214,Background.21,Background.26,1.246219661,3.3546417
2215,Background.21,Background.27,1.589894103,1.6999435
2216,Background.21,Background.28,4.019158293,1.4049184
2217,Background.21,Background.29,0.4486833,0.5159079
2218,Background.21,Background.30,5.417664199,2.3823908
2219,Background.21,Background.31,0.270880498,1.8201042
2220,Background.21,Background.32,0.900710815,3.1265757
2221,Background.21,Background.33,3.618973214,1.9285553
2227,Background.22,Background.24,0.289733061,3.1403896
2228,Background.22,Background.25,0.990427664,3.2367356
2229,Background.22,Background.26,0.783834769,0.0381437
2230,Background.22,Background.27,3.522426431,1.6928418
2231,Background.22,Background.28,2.159574548,1.9878669
2232,Background.22,Background.29,2.37367001,2.8768775
2233,Background.22,Background.30,3.529315176,1.0103945
2234,Background.22,Background.31,1.680323877,1.5726812
2235,Background.22,Background.32,1.042890787,0.2662097
2236,Background.22,Background.33,1.735521904,1.46423
2242,Background.24,Background.25,1.274432407,0.096346
2243,Background.24,Background.26,1.029563311,3.102246
2244,Background.24,Background.27,3.804550976,1.4475478
2245,Background.24,Background.28,1.872433052,1.1525227
2246,Background.24,Background.29,2.652184484,0.2635122
2247,Background.24,Background.30,3.239605996,2.1299951
2248,Background.24,Background.31,1.965035225,1.5677084
2249,Background.24,Background.32,1.329747733,2.87418
2250,Background.24,Background.33,1.446747212,1.6761596
2256,Background.25,Background.26,0.424034945,3.1985919
2257,Background.25,Background.27,2.532107415,1.5438938
2258,Background.25,Background.28,3.108354153,1.2488687
2259,Background.25,Background.29,1.38730849,0.3598581
2260,Background.25,Background.30,4.497778288,2.2263411
2261,Background.25,Background.31,0.690619336,1.6640544
2262,Background.25,Background.32,0.085904494,2.9705259
2263,Background.25,Background.33,2.697531607,1.7725056
2269,Background.26,Background.27,2.821253058,1.6546981
2270,Background.26,Background.28,2.774608541,1.9497232
2271,Background.26,Background.29,1.66089183,2.8387338
2272,Background.26,Background.30,4.175453579,0.9722508
2273,Background.26,Background.31,1.031291132,1.5345375
2274,Background.26,Background.32,0.509680676,0.228066
2275,Background.26,Background.33,2.380061728,1.4260863
2281,Background.27,Background.28,5.593867098,0.2950251
2282,Background.27,Background.29,1.160385302,1.1840357
2283,Background.27,Background.30,6.996209216,0.6824473
2284,Background.27,Background.31,1.84430636,0.1201606
2285,Background.27,Background.32,2.484210829,1.4266321
2286,Background.27,Background.33,5.201105992,0.2286118
2292,Background.28,Background.29,4.433821293,0.8890106
2293,Background.28,Background.30,1.404340533,0.9774724
2294,Background.28,Background.31,3.789678366,0.4151857
2295,Background.28,Background.32,3.174181009,1.7216572
2296,Background.28,Background.33,0.435093556,0.5236369
2302,Background.29,Background.30,5.83588754,1.866483
2303,Background.29,Background.31,0.718152756,1.3041963
2304,Background.29,Background.32,1.347891233,2.6106678
2305,Background.29,Background.33,4.040850261,1.4126475
2311,Background.30,Background.31,5.183580103,0.5622867
2312,Background.30,Background.32,4.560358842,0.7441848
2313,Background.30,Background.33,1.80033483,0.4538355
2319,Background.31,Background.32,0.639905066,1.3064715
2320,Background.31,Background.33,3.383362034,0.1084512
2326,Background.32,Background.33,2.76065862,1.1980203
